Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sauce_TestSuite,Chrome 131.0.0.0,,,08-01-2025 17:43:21,08-01-2025 17:43:29,7.609s,PASSED
,,,,,,,
Test Cases/SAUCE/Login_TC_01,Chrome 131.0.0.0,,,08-01-2025 17:43:22,08-01-2025 17:43:27,5.884s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,08-01-2025 17:43:22,08-01-2025 17:43:24,2.044s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 131.0.0.0,,,08-01-2025 17:43:24,08-01-2025 17:43:24,0.135s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 131.0.0.0,,,08-01-2025 17:43:24,08-01-2025 17:43:25,0.864s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames arestandard_userlock_f87578""))",Chrome 131.0.0.0,,,08-01-2025 17:43:25,08-01-2025 17:43:25,0.279s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 131.0.0.0,,,08-01-2025 17:43:25,08-01-2025 17:43:26,0.633s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 131.0.0.0,,,08-01-2025 17:43:26,08-01-2025 17:43:26,0.264s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 131.0.0.0,,,08-01-2025 17:43:26,08-01-2025 17:43:27,0.344s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 131.0.0.0,,,08-01-2025 17:43:27,08-01-2025 17:43:27,0.329s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Swag Labs""))",Chrome 131.0.0.0,,,08-01-2025 17:43:27,08-01-2025 17:43:27,0.494s,PASSED
,,,,,,,
Test Cases/SAUCE/Logout_TC_02,Chrome 131.0.0.0,,,08-01-2025 17:43:27,08-01-2025 17:43:29,1.452s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/div_Swag Labs""), ""Swag Labs"")",Chrome 131.0.0.0,,,08-01-2025 17:43:28,08-01-2025 17:43:28,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Open Menu""))",Chrome 131.0.0.0,,,08-01-2025 17:43:28,08-01-2025 17:43:28,0.271s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/a_Logout""), 0)",Chrome 131.0.0.0,,,08-01-2025 17:43:28,08-01-2025 17:43:28,0.268s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/a_Logout""), ""Logout"")",Chrome 131.0.0.0,,,08-01-2025 17:43:28,08-01-2025 17:43:29,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Logout""))",Chrome 131.0.0.0,,,08-01-2025 17:43:29,08-01-2025 17:43:29,0.329s,PASSED
